skill	content
interpreting-linear-graphs	rip van winkle has fallen asleep for a very long time. the length of his beard (in millimeters) as a function of time (in weeks) is graphed. 5 10 15 20 25 30 10 20 30 40 50 60 70 80 time (weeks) beard length (millimeters) how long did it take rip van winkle's beard to be 35 millimeters long? weeks
interpreting-linear-graphs	karl set out to alaska in his truck. the amount of fuel remaining in the truck's tank (in liters) as a function of distance driven (in kilometers) is graphed. 100 200 300 400 500 600 700 800 50 100 150 200 250 300 350 400 450 500 distance (kilometers) fuel (liters) how much fuel was initially in the tank? liters
interpreting-linear-graphs	wilbur landed his plane. the plane's elevation relative to the ground (in meters) as a function of time (in seconds) is graphed. 200 400 600 800 1000 1200 1400 1600 1000 2000 3000 4000 5000 6000 7000 8000 time (seconds) elevation (meters) how long did it take the plane to land? seconds
interpreting-linear-graphs	a battery is charged. the percentage of the battery's capacity that is charged as a function of time (in minutes) is graphed. 5 10 15 20 25 30 10 20 30 40 50 60 70 80 90 100 time (minutes) capacity (% charged) how long did it take the battery to completely charge? minutes
interpreting-linear-graphs	karl set out to alaska on his truck. the amount of fuel remaining in the truck's tank (in liters) as a function of distance driven (in kilometers) is graphed. 100 200 300 400 500 600 700 800 50 100 150 200 250 300 350 400 450 500 distance (kilometers) fuel (liters) what distance did karl travel by the time he had 200 liters of fuel? kilometers
interpreting-linear-graphs	sean drank a slushy as fast as he could. the amount of slushy left in the cup (in milliliters) as a function of time (in seconds) is graphed. 5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 50 100 150 200 250 300 350 400 450 500 550 600 time (seconds) slushy (milliliters) how much slushy was initially in the cup? milliliters
interpreting-linear-graphs	jada sells ground paprika. her weekly profit (in dollars) as a function of the amount of paprika she sold that week (in kilograms) is graphed (a negative profit means jada's expenses exceeded her income). 10 20 30 40 50 60 70 80 90 100 50 100 150 200 250 300 350 400 450 500 llap - 100 - 100 llap - 150 - 150 llap - 200 - 200 llap - 250 - 250 paprika (kilograms) profit (dollars) 0 -50 how much paprika does jada have to sell in order to cover her expenses? kilograms
interpreting-linear-graphs	temperature can be measured in two different common units: degrees celsius and degrees fahrenheit. f represents the temperature in degrees fahrenheit as a function of the temperature c in degrees celsius. f=32+1.8c water freezes at 0 degrees celsius. what is the freezing temperature of water in degrees fahrenheit? degrees fahrenheit
interpreting-linear-graphs	suraj took a slice of pizza from the freezer and put it in the oven. the pizza's temperature (in degrees celsius) as a function of time (in minutes) is graphed. 0.5 1 1.5 2 2.5 3 3.5 4 4.5 5 5 10 15 20 25 30 35 llap - 5 - 5 time (minutes) temperature (deg. celsius) 0 -5 what was the pizza's temperature after 2 minutes? degrees celsius
interpreting-linear-graphs	while exploring a volcano, zane heard some rumbling, so he decided to climb up out of there as quickly as he could. zane's elevation relative to the edge of the inside of the volcano (in meters) as a function of time (in seconds) is graphed. 5 10 15 20 25 30 35 llap - 10 - 10 llap - 15 - 15 llap - 20 - 20 llap - 25 - 25 time (seconds) elevation (meters) 0 -5 how far was zane from the edge of the volcano when he started climbing? meters
interpreting-linear-graphs	sean is drinking a slushy as fast as he can. the amount of slushy left in the cup (in milliliters) as a function of time (in seconds) is graphed. 5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 50 100 150 200 250 300 350 400 450 500 550 600 time (seconds) slushy (milliliters) how long did it take sean to finish the slushy? seconds
interpreting-linear-graphs	wilbur landed his plane. the plane's elevation relative to the ground (in meters) as a function of time (in seconds) is graphed. 200 400 600 800 1000 1200 1400 1600 1000 2000 3000 4000 5000 6000 7000 8000 time (seconds) elevation (meters) how high was the plane after 1000 seconds? meters above the ground
interpreting-linear-graphs	amir drove from jerusalem to the lowest place on earth, the dead sea. his altitude relative to sea level (in meters) as a function of time (in minutes) is graphed. 4 8 12 16 20 24 28 32 36 40 44 48 52 56 60 64 68 72 40 80 120 160 200 240 280 320 360 400 440 llap - 80 - 80 llap - 120 - 120 llap - 160 - 160 llap - 200 - 200 llap - 240 - 240 llap - 280 - 280 llap - 320 - 320 llap - 360 - 360 llap - 400 - 400 time (minutes) altitude (meters) 0 -40 how long did it take amir to reach sea level? minutes
interpreting-linear-graphs	suraj took a slice of pizza from the freezer and put it in the oven. the pizza's temperature (in degrees celsius) as a function of time (in minutes) is graphed. 0.5 1 1.5 2 2.5 3 3.5 4 4.5 5 5 10 15 20 25 30 35 llap - 5 - 5 time (minutes) temperature (deg. celsius) 0 -5 how long did it take the pizza to reach 0 degrees celsius? minutes
interpreting-linear-graphs	while exploring a volcano, zane heard some rumbling, so he decided to climb up out of there as quickly as he could. zane's elevation relative to the edge of the inside of the volcano (in meters) as a function of time (in seconds) is graphed. 5 10 15 20 25 30 35 llap - 10 - 10 llap - 15 - 15 llap - 20 - 20 llap - 25 - 25 time (seconds) elevation (meters) 0 -5 how long did it take zane to reach the edge of the volcano? seconds
interpreting-linear-graphs	archimedes drained the water in his tub. the amount of water left in the tub (in liters) as a function of time (in minutes) is graphed. 0.5 1 1.5 2 2.5 3 3.5 4 4.5 5 20 40 60 80 100 120 140 160 180 200 220 240 260 280 300 320 340 360 380 time (minutes) water (liters) how long did it take the water to completely drain? minutes
approximating-with-orders-of-magnitude	without any equipment, you can see stars that are 2 , 800 , 000 light-years away. by looking through a small telescope, you can see stars that are 3 , 112 , 000 , 000 light-years away. approximately how many times as far can you see using a small telescope as without any equipment? choose 1 answer: a 1 cdot10^2 1⋅10 2 b 3 cdot10^2 3⋅10 2 c 1 cdot10^3 1⋅10 3 d 3 cdot10^3 3⋅10 3
approximating-with-orders-of-magnitude	racer rex has a car that can travel 402 km per hour. choose the best approximation of the speed of rex's car. a 4 cdot 10^2 km 4⋅10 2 km per hour b 4 cdot 10^ 3 km 4⋅10 3 km per hour flyer felix has a spaceship that can travel 192 , 112 km per hour. choose the best approximation of the speed of felix's spaceship. choose 1 answer: a 2 cdot 10^4 km 2⋅10 4 km per hour b 2 cdot 10^5 km 2⋅10 5 km per hour approximately how many times as fast is felix's spaceship as rex's car? choose 1 answer: choose 1 answer: a 50 b 500 c 5000
approximating-with-orders-of-magnitude	ten years ago, rapunzel's hair was 19 cm long. now her hair is 20 , 193 cm long. approximately how many times as long is rapunzel's hair now as it was ten years ago? choose 1 answer: a 1 cdot 10^3 1⋅10 3 b 2 cdot 10^3 2⋅10 3 c 1 cdot 10^5 1⋅10 5 d 2 cdot 10^5 2⋅10 5
approximating-with-orders-of-magnitude	james had a peach that was 98 mm in diameter. one day he watered it with a magical solution, and it grew to 188 , 869 mm in diameter. approximately how many times as large did the diameter of the peach become after james watered it? choose 1 answer: a 2 cdot10^3 2⋅10 3 b 9 cdot10^3 9⋅10 3 c 2 cdot10^4 2⋅10 4 d 9 cdot10^4 9⋅10 4
approximating-with-orders-of-magnitude	express your answer in scientific notation. 5.4 cdot 10^5 + 6.7 cdot 10^4 = 5.4⋅10 5 +6.7⋅10 4 =
approximating-with-orders-of-magnitude	the table shown below gives the approximate earnings for various athletes. approximately how many times as large were ronald christian's earnings as forest thorton's? athlete 2014 2014 2014 earnings (in dollars) ronald christian 92 , 000 , 000 james leon 20 , 300 , 000 mason payton 15 , 700 , 000 ryan nader 14 , 800 , 000 forest thorton 30 , 000 choose 1 answer: a 3 cdot 10^1 3⋅10 1 b 3 cdot 10^2 3⋅10 2 c 3 cdot 10^3 3⋅10 3 d 3 cdot 10^4 3⋅10 4
approximating-with-orders-of-magnitude	the average human body cell is about 0.00051 cm in diameter. choose the best approximation of the diameter of a human body cell. a 5 cdot 10^ -4 cm 5⋅10 −4 cm b 5 cdot 10^ -3 cm 5⋅10 −3 cm the height of an average human is about 169.3 cm . choose the best approximation for the height of an average human. choose 1 answer: a 2 cdot 10^ 2 cm 2⋅10 2 cm b 2 cdot 10^ 3 cm 2⋅10 3 cm approximately how many vertically stacked human body cells would it take to equal the height of an average human? choose 1 answer: choose 1 answer: a 4 cdot10^ 5 4⋅10 5 human body cells b 4 cdot10^ 6 4⋅10 6 human body cells c 4 cdot10^ 7 4⋅10 7 human body cells
